日期	问题jira链接+摘要	收集到的信息	产品Agent判断	准确率标注	吴优	状态	复盘后的产品Agent判断	备注	相关文档
2026-08-18	ADS-48790｜导航上下文被可见新闻列表抢占	"现象：导航上下文被可见新闻列表抢占。
证据：POI推荐PRD v0.8；Alchemy当前·1209；Jira描述、全部评论、附件和关联票已读。"	"结论：‘第一个’仍处于导航候选上下文，当前实车被可见新闻列表抢占；现有资料未定义可见优先级可覆盖已建立的导航对话，需会诊后定责。
依据：POI推荐PRD v0.8·行288-292；Alchemy当前·1209；Jira实车现象。
处理：补齐可见执行与导航上下文的优先级规则，并以导航候选优先方案回归；可见执行与上下文仲裁负责人处理。"	FALSE		待会诊		缺少可见卡片与导航对话上下文的生效优先级定义。	"Jira原票·ADS-48790
POI推荐PRD v0.8
Alchemy当前·1209"
2026-08-18	ADS-48797｜去张家界吃什么进入普通闲聊	"现象：去张家界吃什么进入普通闲聊。
证据：POI推荐PRD v0.8；Alchemy当前·无任务MetaId；Jira描述、全部评论、附件和关联票已读。"	"结论：‘去张家界吃什么’不在POI推荐PRD已明确的触发范围内，当前普通闲聊语义合理；但因无MetaId且缺专项落域边界，本次不直接关闭。
依据：POI推荐PRD v0.8·行224-256；Alchemy当前·普通闲聊；Jira当前评论。
处理：补齐此类目的地美食泛问句的正式落域样例并复测；Deepal AI路由产品负责人处理。"	FALSE		待复核		待补目的地美食泛问句落域样例及对应标准/项目功能点。	"Jira原票·ADS-48797
POI推荐PRD v0.8
Alchemy当前·无任务MetaId"
2026-08-18	ADS-48837｜车外打开离车自动锁窗无执行反馈	"现象：车外打开离车自动锁窗无执行反馈。
证据：车外语音PRD V1.8；车外语音UE V0.8；TTS规范；Alchemy当前·1490；Jira描述、全部评论、附件和关联票已读。"	"结论：定义为车外语音过滤与反馈缺陷。1490正确命中，但车外链路清空动作和TTS；车窗属于正式车外控制范围，已打开状态也必须明确反馈。
依据：车外语音PRD V1.8·三/3及五/1；车外语音UE V0.8·第3-6页；TTS规范·执行策略行3-10；Jira链路日志。
处理：放开1490车外执行并补齐已打开状态TTS后回归；车外语音白名单与执行反馈负责人处理。"	FALSE		可转语音		回归车外允许执行、已打开状态TTS及车型配置。	"Jira原票·ADS-48837
车外语音PRD V1.8
车外语音UE V0.8
TTS规范
Alchemy当前·1490"
2026-08-18	ADS-48847｜车外关闭后雾灯无执行反馈	"现象：车外关闭后雾灯无执行反馈。
证据：车外语音PRD V1.8；车外语音UE V0.8；TTS规范；Alchemy当前·1048；Jira描述、全部评论、附件和关联票已读。"	"结论：定义为车外语音过滤与反馈缺陷。1048正确命中，但车外链路未执行且无TTS；灯光属于正式车外控制范围，禁止静默。
依据：车外语音PRD V1.8·三/3及五/1；车外语音UE V0.8·第3-6页；TTS规范·执行策略行3-10；Jira链路日志。
处理：补齐1048车外白名单、车型灯光条件及成功/拒绝TTS后回归；车外语音白名单与执行反馈负责人处理。"	FALSE		可转语音		回归车外音区、后雾灯车型条件、动作及TTS。	"Jira原票·ADS-48847
车外语音PRD V1.8
车外语音UE V0.8
TTS规范
Alchemy当前·1048"
2026-08-18	HUR-82771｜IDM英文等级导致滑动条闪现	"现象：IDM英文等级导致滑动条闪现。
证据：J90A LanguageList V1.2；IDM交互V1.3；Jira描述、全部评论、附件和关联票已读。"	"结论：定义为IDM英文布局适配缺陷。正式文言为Bronze Knight，固定宽高造成换行裁切和滑动条闪现，不通过临时缩短翻译规避。
依据：J90A LanguageList V1.2·03_Vehicle Settings行1255；IDM交互V1.3·第3页；Jira布局分析。
处理：按正式长文言完成单行自适应或徽标扩宽，并覆盖IDM 1-5级回归；CarSettings IDM界面负责人处理。"	FALSE		可转研发		与HUR-83253合并根因，覆盖1-5级和日夜主题回归。	"Jira原票·HUR-82771
J90A LanguageList V1.2
IDM交互V1.3"
2026-08-18	HUR-83121｜阿拉伯语播放全部被误报缺失	"现象：阿拉伯语播放全部被误报缺失。
证据：J90A LanguageList V1.2；Jira描述、全部评论、附件和关联票已读。"	"结论：定义为旧文言表导致的误报。最新正式LanguageList已包含play_all_music及阿拉伯语‘شغل الكل’，不存在当前配置缺失。
依据：J90A LanguageList V1.2·05_Media行8·play_all_music；Jira研发补Key评论。
处理：按V1.2重新走查并关闭本票；吴优处理。"	FALSE		可关闭		测试改用V1.2_260813，不再依据旧V0.5.8表验收。	"Jira原票·HUR-83121
J90A LanguageList V1.2"
2026-08-18	HUR-83231｜壁纸添加图片英文切图未生效	"现象：壁纸添加图片英文切图未生效。
证据：车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：0526分支已有同问题修复记录，当前预生产包仍复现，优先按版本/资源集成回归；因英文切图生效清单未读到，暂不重复定责。
依据：关联票HUR-83255·0526分支修复；车辆设置交互v4.5·壁纸桌面区域；Jira当前包信息。
处理：用包含修复的新包核对英文切图资源版本并回归；CarSettings发布集成负责人处理。"	FALSE		待复核		待提供英文切图生效资产清单与新包回归结果。	"Jira原票·HUR-83231
车辆设置交互v4.5"
2026-08-18	HUR-83232｜剩余流量英文文言与动态值重叠	"现象：剩余流量英文文言与动态值重叠。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：定义为网络与连接页面布局适配缺陷。当前英文是正式文言，静态标签与动态剩余值重叠，应调整布局而非临时缩短翻译。
依据：J90A LanguageList V1.2·03_Vehicle Settings行670；车辆设置交互v4.5·网络与连接区域；Jira截图。
处理：拆分标签与动态值布局并覆盖长文本语言回归；CarSettings网络与连接界面负责人处理。"	FALSE		可转研发		覆盖动态天数、长文本语言和不同分辨率回归。	"Jira原票·HUR-83232
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	HUR-83253｜IDM青铜骑士英文显示不全	"现象：IDM青铜骑士英文显示不全。
证据：J90A LanguageList V1.2；IDM交互V1.3；Jira描述、全部评论、附件和关联票已读。"	"结论：定义为HUR-82771同根因重复票。正式Bronze Knight在固定等级徽标内被裁切，统一由HUR-82771完成布局适配。
依据：J90A LanguageList V1.2·03_Vehicle Settings行1255；IDM交互V1.3·第3页；关联票HUR-82771。
处理：关联HUR-82771后关闭重复票，并在主票覆盖IDM 1-5级回归；吴优处理。"	FALSE		可关闭		主票HUR-82771修复前不得把重复关闭等同问题已解决。	"Jira原票·HUR-83253
J90A LanguageList V1.2
IDM交互V1.3"
2026-08-18	HUR-83268｜手势播放成功反馈配置冲突	"现象：手势播放成功反馈配置冲突。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：手势播放成功反馈有正式交互目标，但LanguageList模块页标记删除、All Key仍保留，当前不能按‘无Key’转需求。
依据：车辆设置交互v4.5·行1941-1948；LanguageList V1.2·模块行1870/All Key行3532；Jira研发补Key。
处理：统一play_with_gesture的生效状态和唯一来源后再由CarSettings接入；J90A本地化配置负责人处理。"	FALSE		待会诊		先消除模块页与All Key冲突，再验证实车toast。	"Jira原票·HUR-83268
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	HUR-83269｜手势暂停成功反馈配置冲突	"现象：手势暂停成功反馈配置冲突。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：手势暂停成功反馈有正式交互目标，但LanguageList模块页标记删除、All Key仍保留，当前不能按‘无Key’转需求。
依据：车辆设置交互v4.5·行1941-1948；LanguageList V1.2·模块行1871/All Key行3533；Jira研发补Key。
处理：统一pause_with_gesture的生效状态和唯一来源后再由QNX IC Apps接入；J90A本地化配置负责人处理。"	FALSE		待会诊		先消除模块页与All Key冲突，再验证仪表toast。	"Jira原票·HUR-83269
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	HUR-83271｜手势挂断成功反馈配置冲突	"现象：手势挂断成功反馈配置冲突。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：手势挂断成功反馈有正式交互目标，但LanguageList模块页标记删除、All Key仍保留，当前不能按‘无Key’转需求。
依据：车辆设置交互v4.5·行1941-1948；LanguageList V1.2·模块行1867/All Key行3529；Jira研发补Key。
处理：统一hang_up_with_gesture的生效状态和唯一来源后再由QNX IC Apps接入；J90A本地化配置负责人处理。"	FALSE		待会诊		先消除模块页与All Key冲突，再验证仪表toast。	"Jira原票·HUR-83271
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	HUR-83275｜手势接听成功反馈配置冲突	"现象：手势接听成功反馈配置冲突。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：手势接听成功反馈有正式交互目标，但LanguageList模块页标记删除、All Key仍保留，当前不能按‘无Key’转需求。
依据：车辆设置交互v4.5·行1941-1948；LanguageList V1.2·模块行1868/All Key行3530；Jira研发补Key。
处理：统一answer_with_gesture的生效状态和唯一来源后再由QNX IC Apps接入；J90A本地化配置负责人处理。"	FALSE		待会诊		先消除模块页与All Key冲突，再验证仪表toast。	"Jira原票·HUR-83275
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	HUR-83330｜位置授权英文弹窗出现无效滚动条	"现象：位置授权英文弹窗出现无效滚动条。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：位置授权弹窗当前出现无效滚动条，但对应Key带删除标记且交互未明确长文案滚动边界，不能直接要求缩短翻译。
依据：LanguageList V1.2·03_Vehicle Settings行1550；车辆设置交互v4.5·车辆设置范围；Jira截图。
处理：确认该Key生效状态并补齐弹窗滚动/自适应规则后修正布局；CarSettings隐私弹窗负责人处理。"	FALSE		待会诊		待统一Key生效状态及弹窗滚动边界。	"Jira原票·HUR-83330
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	HUR-83331｜摄像头授权英文弹窗出现无效滚动条	"现象：摄像头授权英文弹窗出现无效滚动条。
证据：J90A LanguageList V1.2；车辆设置交互v4.5；Jira描述、全部评论、附件和关联票已读。"	"结论：摄像头授权弹窗当前出现无效滚动条，但对应Key带删除标记且交互未明确长文案滚动边界，不能直接要求缩短翻译。
依据：LanguageList V1.2·03_Vehicle Settings行239；车辆设置交互v4.5·车内监控行1856-1893；Jira截图。
处理：确认该Key生效状态并补齐弹窗滚动/自适应规则后修正布局；CarSettings隐私弹窗负责人处理。"	FALSE		待会诊		待统一Key生效状态及弹窗滚动边界。	"Jira原票·HUR-83331
J90A LanguageList V1.2
车辆设置交互v4.5"
2026-08-18	SM-17768｜方控切换未收起场景重构卡片	"现象：方控切换未收起场景重构卡片。
证据：；Jira描述、全部评论、附件和关联票已读。"	"结论：客户完整用例已确认当前方控不收起场景重构卡片，但‘方案已下发’缺少可复查的C673-G正式定义，暂不关闭也不转研发。
依据：Jira客户用例；关联票SM-17699；Drive方控/中控屏卡片检索结果。
处理：取得客户已下发方案的正式需求编号和交互条款后再定责；吴优处理。"	FALSE		待确认		待补客户已下发方案的正式需求编号、版本和交互位置。	Jira原票·SM-17768
2026-08-18	ADS-49096｜选择POI后开始导航丢失目的地	"现象：已选择第四个POI后说‘开始导航’，系统丢失目标并重新询问搜索哪里。
证据：VOS日志；地图导航PRD V6.1；地图交互V0.6；Alchemy当前1209。"	"结论：定义为导航二次交互缺陷。已选择第四个POI后，‘开始导航’应沿用该POI进入算路；当前丢失已选目标并回到无目的地1209分支。
依据：地图导航PRD V6.1；地图交互V0.6；Alchemy标准1209/深蓝项目24552。
处理：修复POI选择后的上下文保留与开始导航分支并回归；深蓝语音导航二次交互负责人处理。"	FALSE		可转语音		回归选择POI后的上下文保留、算路和开始导航。	"Jira原票·ADS-49096
VOS日志·68542
地图导航PRD V6.1
地图交互V0.6
Alchemy当前·1209"
